id,arxivId,submitter,authors,title,comments,journalRef,doi,reportNo,categories,license,abstract,versions,updateDate,authorsParsed
41,711.2444,Richard Moot,"Richard Moot (INRIA Futurs, Labri)",Proof nets for display logic,,,,,cs.CL,,"  This paper explores several extensions of proof nets for the Lambek calculus
in order to handle the different connectives of display logic in a natural way.
The new proof net calculus handles some recent additions to the Lambek
vocabulary such as Galois connections and Grishin interactions. It concludes
with an exploration of the generative capacity of the Lambek-Grishin calculus,
presenting an embedding of lexicalized tree adjoining grammars into the
Lambek-Grishin calculus.
","[{'version': 'v1', 'created': 'Thu, 15 Nov 2007 15:39:48 GMT'}]",2007-11-16,"[['Moot', 'Richard', '', 'INRIA Futurs, Labri']]"
42,711.3197,Igor M. Suslov,"I. M. Suslov (P.L.Kapitza Institute for Physical Problems, Moscow,
  Russia)","How to realize ""a sense of humour"" in computers ?","14 pages, 6 figures included",,,,cs.CL cs.AI q-bio.NC,,"  Computer model of a ""sense of humour"" suggested previously [arXiv:0711.2058,
0711.2061, 0711.2270] is raised to the level of a realistic algorithm.
","[{'version': 'v1', 'created': 'Tue, 20 Nov 2007 19:57:23 GMT'}]",2007-11-27,"[['Suslov', 'I. M.', '', 'P.L.Kapitza Institute for Physical Problems, Moscow,\n  Russia']]"
43,711.3412,Eric Laporte,"Ivan Berlocher, Hyun-Gue Huh (IGM-LabInfo), Eric Laporte
  (IGM-LabInfo), Jee-Sun Nam",Morphological annotation of Korean with Directly Maintainable Resources,,"Dans Proceedings of the Language Resource and Evaluation
  Consference (LREC) - Morphological annotation of Korean with Directly
  Maintainable Resources, Genoa : Italie (2006)",,,cs.CL,,"  This article describes an exclusively resource-based method of morphological
annotation of written Korean text. Korean is an agglutinative language. Our
annotator is designed to process text before the operation of a syntactic
parser. In its present state, it annotates one-stem words only. The output is a
graph of morphemes annotated with accurate linguistic information. The
granularity of the tagset is 3 to 5 times higher than usual tagsets. A
comparison with a reference annotated corpus showed that it achieves 89% recall
without any corpus training. The language resources used by the system are
lexicons of stems, transducers of suffixes and transducers of generation of
allomorphs. All can be easily updated, which allows users to control the
evolution of the performances of the system. It has been claimed that
morphological annotation of Korean text could only be performed by a
morphological analysis module accessing a lexicon of morphemes. We show that it
can also be performed directly with a lexicon of words and without applying
morphological rules at annotation time, which speeds up annotation to 1,210
word/s. The lexicon of words is obtained from the maintainable language
resources through a fully automated compilation process.
","[{'version': 'v1', 'created': 'Wed, 21 Nov 2007 16:47:57 GMT'}]",2007-11-22,"[['Berlocher', 'Ivan', '', 'IGM-LabInfo'], ['Huh', 'Hyun-Gue', '', 'IGM-LabInfo'], ['Laporte', 'Eric', '', 'IGM-LabInfo'], ['Nam', 'Jee-Sun', '']]"
44,711.3449,Eric Laporte,Eric Laporte (IGM-LabInfo),Lexicon management and standard formats,,"Archives of Control Sciences 15, 3 (2005) 329-340",,,cs.CL,,"  International standards for lexicon formats are in preparation. To a certain
extent, the proposed formats converge with prior results of standardization
projects. However, their adequacy for (i) lexicon management and (ii)
lexicon-driven applications have been little debated in the past, nor are they
as a part of the present standardization effort. We examine these issues. IGM
has developed XML formats compatible with the emerging international standards,
and we report experimental results on large-coverage lexica.
","[{'version': 'v1', 'created': 'Wed, 21 Nov 2007 20:34:08 GMT'}]",2007-11-22,"[['Laporte', 'Eric', '', 'IGM-LabInfo']]"
45,711.3452,Eric Laporte,Eric Laporte (IGM-LabInfo),In memoriam Maurice Gross,8 pages,"Archives of Control Sciences 15, 3 (2005) 257-278",,,cs.CL,,"  Maurice Gross (1934-2001) was both a great linguist and a pioneer in natural
language processing. This article is written in homage to his memory
","[{'version': 'v1', 'created': 'Wed, 21 Nov 2007 20:38:29 GMT'}]",2007-11-22,"[['Laporte', 'Eric', '', 'IGM-LabInfo']]"
46,711.3453,Eric Laporte,"Hyun-Gue Huh (IGM-LabInfo), Eric Laporte (IGM-LabInfo)",A resource-based Korean morphological annotation system,6 pages,"Dans Proceedings of the International Joint Conference on Natural
  Language Processing (IJCNLP) - A resource-based Korean morphological
  annotation system, Jeju : Cor\'ee, R\'epublique de (2005)",,,cs.CL,,"  We describe a resource-based method of morphological annotation of written
Korean text. Korean is an agglutinative language. The output of our system is a
graph of morphemes annotated with accurate linguistic information. The language
resources used by the system can be easily updated, which allows us-ers to
control the evolution of the per-formances of the system. We show that
morphological annotation of Korean text can be performed directly with a
lexicon of words and without morpho-logical rules.
","[{'version': 'v1', 'created': 'Wed, 21 Nov 2007 20:41:59 GMT'}]",2007-11-22,"[['Huh', 'Hyun-Gue', '', 'IGM-LabInfo'], ['Laporte', 'Eric', '', 'IGM-LabInfo']]"
47,711.3454,Eric Laporte,"Eric Laporte (IGM-LabInfo), S\'ebastien Paumier (IGM-LabInfo)",Graphes param\'etr\'es et outils de lexicalisation,,"Dans Verbum ex machina. Proceedings of TALN - Graphes
  param\'etr\'es et outils de lexicalisation, Louvain : Belgique (2006)",,,cs.CL,,"  Shifting to a lexicalized grammar reduces the number of parsing errors and
improves application results. However, such an operation affects a syntactic
parser in all its aspects. One of our research objectives is to design a
realistic model for grammar lexicalization. We carried out experiments for
which we used a grammar with a very simple content and formalism, and a very
informative syntactic lexicon, the lexicon-grammar of French elaborated by the
LADL. Lexicalization was performed by applying the parameterized-graph
approach. Our results tend to show that most information in the lexicon-grammar
can be transferred into a grammar and exploited successfully for the syntactic
parsing of sentences.
","[{'version': 'v1', 'created': 'Wed, 21 Nov 2007 20:44:04 GMT'}]",2007-11-22,"[['Laporte', 'Eric', '', 'IGM-LabInfo'], ['Paumier', 'Sébastien', '', 'IGM-LabInfo']]"
48,711.3457,Eric Laporte,Eric Laporte (IGM-LabInfo),Evaluation of a Grammar of French Determiners,10 pages,"Dans Annals of the 27th Congress of the Brazilian Society of
  Computation - Evaluation of a Grammar of French Determiners, Rio de Janeiro :
  Br\'esil (2007)",,,cs.CL,,"  Existing syntactic grammars of natural languages, even with a far from
complete coverage, are complex objects. Assessments of the quality of parts of
such grammars are useful for the validation of their construction. We evaluated
the quality of a grammar of French determiners that takes the form of a
recursive transition network. The result of the application of this local
grammar gives deeper syntactic information than chunking or information
available in treebanks. We performed the evaluation by comparison with a corpus
independently annotated with information on determiners. We obtained 86%
precision and 92% recall on text not tagged for parts of speech.
","[{'version': 'v1', 'created': 'Wed, 21 Nov 2007 20:49:21 GMT'}]",2007-11-22,"[['Laporte', 'Eric', '', 'IGM-LabInfo']]"
49,711.3605,Eric Laporte,"Eric Laporte (IGM-LabInfo), Christian Lecl\`ere (IGM-LabInfo), Maria
  Carmelita P. Dias",Very strict selectional restrictions,,"Dans Proceedings - Very strict selectional restrictions. A
  Comparison between Portuguese and French, Itatiaia : Br\'esil (2006)",,,cs.CL,,"  We discuss the characteristics and behaviour of two parallel classes of verbs
in two Romance languages, French and Portuguese. Examples of these verbs are
Port. abater [gado] and Fr. abattre [b\'etail], both meaning ""slaughter
[cattle]"". In both languages, the definition of the class of verbs includes
several features: - They have only one essential complement, which is a direct
object. - The nominal distribution of the complement is very limited, i.e., few
nouns can be selected as head nouns of the complement. However, this selection
is not restricted to a single noun, as would be the case for verbal idioms such
as Fr. monter la garde ""mount guard"". - We excluded from the class
constructions which are reductions of more complex constructions, e.g. Port.
afinar [instrumento] com ""tune [instrument] with"".
","[{'version': 'v1', 'created': 'Thu, 22 Nov 2007 15:54:31 GMT'}]",2007-11-26,"[['Laporte', 'Eric', '', 'IGM-LabInfo'], ['Leclère', 'Christian', '', 'IGM-LabInfo'], ['Dias', 'Maria Carmelita P.', '']]"
50,711.3691,Eric Laporte,"Olivier Blanc (IGM-LabInfo), Matthieu Constant (IGM-LabInfo), Eric
  Laporte (IGM-LabInfo)","Outilex, plate-forme logicielle de traitement de textes \'ecrits",,"Dans Verbum ex machina. Proceedings of TALN - Outilex, plate-forme
  logicielle de traitement de textes \'ecrits, Louvain : Belgique (2006)",,,cs.CL,,"  The Outilex software platform, which will be made available to research,
development and industry, comprises software components implementing all the
fundamental operations of written text processing: processing without lexicons,
exploitation of lexicons and grammars, language resource management. All data
are structured in XML formats, and also in more compact formats, either
readable or binary, whenever necessary; the required format converters are
included in the platform; the grammar formats allow for combining statistical
approaches with resource-based approaches. Manually constructed lexicons for
French and English, originating from the LADL, and of substantial coverage,
will be distributed with the platform under LGPL-LR license.
","[{'version': 'v1', 'created': 'Fri, 23 Nov 2007 09:45:13 GMT'}, {'version': 'v2', 'created': 'Tue, 27 Nov 2007 10:22:14 GMT'}]",2007-11-27,"[['Blanc', 'Olivier', '', 'IGM-LabInfo'], ['Constant', 'Matthieu', '', 'IGM-LabInfo'], ['Laporte', 'Eric', '', 'IGM-LabInfo']]"
51,711.3726,Stergos Afantenos,Michael Zock and Stergos D. Afantenos,Let's get the student into the driver's seat,6 pages,"The Seventh International Symposium on Natural Language Processing
  (SNLP 2007). Chonburi, Thailand",,,cs.CL,,"  Speaking a language and achieving proficiency in another one is a highly
complex process which requires the acquisition of various kinds of knowledge
and skills, like the learning of words, rules and patterns and their connection
to communicative goals (intentions), the usual starting point. To help the
learner to acquire these skills we propose an enhanced, electronic version of
an age old method: pattern drills (henceforth PDs). While being highly regarded
in the fifties, PDs have become unpopular since then, partially because of
their lack of grounding (natural context) and rigidity. Despite these
shortcomings we do believe in the virtues of this approach, at least with
regard to the acquisition of basic linguistic reflexes or skills (automatisms),
necessary to survive in the new language. Of course, the method needs
improvement, and we will show here how this can be achieved. Unlike tapes or
books, computers are open media, allowing for dynamic changes, taking users'
performances and preferences into account. Building an electronic version of
PDs amounts to building an open resource, accomodatable to the users' ever
changing needs.
","[{'version': 'v1', 'created': 'Fri, 23 Nov 2007 13:44:55 GMT'}]",2007-11-26,"[['Zock', 'Michael', ''], ['Afantenos', 'Stergos D.', '']]"
52,711.4475,{\L}ukasz D{\ke}bowski,{\L}ukasz D\k{e}bowski,Valence extraction using EM selection and co-occurrence matrices,"24 pages, 3 tables","Language Resources and Evaluation 43:301-327, 2009",10.1007/s10579-009-9100-5,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper discusses two new procedures for extracting verb valences from raw
texts, with an application to the Polish language. The first novel technique,
the EM selection algorithm, performs unsupervised disambiguation of valence
frame forests, obtained by applying a non-probabilistic deep grammar parser and
some post-processing to the text. The second new idea concerns filtering of
incorrect frames detected in the parsed text and is motivated by an observation
that verbs which take similar arguments tend to have similar frames. This
phenomenon is described in terms of newly introduced co-occurrence matrices.
Using co-occurrence matrices, we split filtering into two steps. The list of
valid arguments is first determined for each verb, whereas the pattern
according to which the arguments are combined into frames is computed in the
following stage. Our best extracted dictionary reaches an $F$-score of 45%,
compared to an $F$-score of 39% for the standard frame-based BHT filtering.
","[{'version': 'v1', 'created': 'Wed, 28 Nov 2007 12:16:08 GMT'}, {'version': 'v2', 'created': 'Wed, 5 Dec 2007 12:53:25 GMT'}, {'version': 'v3', 'created': 'Fri, 11 Jul 2008 13:15:45 GMT'}, {'version': 'v4', 'created': 'Wed, 10 Dec 2008 19:14:24 GMT'}, {'version': 'v5', 'created': 'Wed, 29 Jul 2009 12:12:37 GMT'}, {'version': 'v6', 'created': 'Fri, 27 Nov 2009 17:53:24 GMT'}]",2020-03-11,"[['Dębowski', 'Łukasz', '']]"
53,712.1529,W Saba,Walid S. Saba,Ontology and Formal Semantics - Integration Overdue,,,,,cs.AI cs.CL,,"  In this note we suggest that difficulties encountered in natural language
semantics are, for the most part, due to the use of mere symbol manipulation
systems that are devoid of any content. In such systems, where there is hardly
any link with our common-sense view of the world, and it is quite difficult to
envision how one can formally account for the considerable amount of content
that is often implicit, but almost never explicitly stated in our everyday
discourse. The solution, in our opinion, is a compositional semantics grounded
in an ontology that reflects our commonsense view of the world and the way we
talk about it in ordinary language. In the compositional logic we envision
there are ontological (or first-intension) concepts, and logical (or
second-intension) concepts, and where the ontological concepts include not only
Davidsonian events, but other abstract objects as well (e.g., states,
processes, properties, activities, attributes, etc.) It will be demonstrated
here that in such a framework, a number of challenges in the semantics of
natural language (e.g., metonymy, intensionality, metaphor, etc.) can be
properly and uniformly addressed.
","[{'version': 'v1', 'created': 'Sat, 1 Dec 2007 14:27:12 GMT'}, {'version': 'v2', 'created': 'Thu, 13 Dec 2007 20:25:26 GMT'}]",2007-12-13,"[['Saba', 'Walid S.', '']]"
54,712.3298,Bryan Gibson,"Dragomir Radev, Mark Hodges, Anthony Fader, Mark Joseph, Joshua
  Gerrish, Mark Schaller, Jonathan dePeri, Bryan Gibson",CLAIRLIB Documentation v1.03,"for download and additional information, please see
  http://www.clairlib.org",,,CSE-TR-536-07,cs.IR cs.CL,,"  The Clair library is intended to simplify a number of generic tasks in
Natural Language Processing (NLP), Information Retrieval (IR), and Network
Analysis. Its architecture also allows for external software to be plugged in
with very little effort. Functionality native to Clairlib includes
Tokenization, Summarization, LexRank, Biased LexRank, Document Clustering,
Document Indexing, PageRank, Biased PageRank, Web Graph Analysis, Network
Generation, Power Law Distribution Analysis, Network Analysis (clustering
coefficient, degree distribution plotting, average shortest path, diameter,
triangles, shortest path matrices, connected components), Cosine Similarity,
Random Walks on Graphs, Statistics (distributions, tests), Tf, Idf, Community
Finding.
","[{'version': 'v1', 'created': 'Wed, 19 Dec 2007 22:20:40 GMT'}]",2007-12-21,"[['Radev', 'Dragomir', ''], ['Hodges', 'Mark', ''], ['Fader', 'Anthony', ''], ['Joseph', 'Mark', ''], ['Gerrish', 'Joshua', ''], ['Schaller', 'Mark', ''], ['dePeri', 'Jonathan', ''], ['Gibson', 'Bryan', '']]"
55,712.3705,Tuomo Kakkonen,Tuomo Kakkonen,Framework and Resources for Natural Language Parser Evaluation,PhD dissertation. 264 pages,,,"University of Joensuu, Computer Science Dissertations 19",cs.CL,,"  Because of the wide variety of contemporary practices used in the automatic
syntactic parsing of natural languages, it has become necessary to analyze and
evaluate the strengths and weaknesses of different approaches. This research is
all the more necessary because there are currently no genre- and
domain-independent parsers that are able to analyze unrestricted text with 100%
preciseness (I use this term to refer to the correctness of analyses assigned
by a parser). All these factors create a need for methods and resources that
can be used to evaluate and compare parsing systems. This research describes:
(1) A theoretical analysis of current achievements in parsing and parser
evaluation. (2) A framework (called FEPa) that can be used to carry out
practical parser evaluations and comparisons. (3) A set of new evaluation
resources: FiEval is a Finnish treebank under construction, and MGTS and RobSet
are parser evaluation resources in English. (4) The results of experiments in
which the developed evaluation framework and the two resources for English were
used for evaluating a set of selected parsers.
","[{'version': 'v1', 'created': 'Fri, 21 Dec 2007 08:55:17 GMT'}]",2007-12-24,"[['Kakkonen', 'Tuomo', '']]"
56,801.0253,William Bialek,Greg J. Stephens and William Bialek,Toward a statistical mechanics of four letter words,,,10.1103/PhysRevE.81.066119,,q-bio.NC cs.CL physics.data-an physics.soc-ph,,"  We consider words as a network of interacting letters, and approximate the
probability distribution of states taken on by this network. Despite the
intuition that the rules of English spelling are highly combinatorial (and
arbitrary), we find that maximum entropy models consistent with pairwise
correlations among letters provide a surprisingly good approximation to the
full statistics of four letter words, capturing ~92% of the multi-information
among letters and even ""discovering"" real words that were not represented in
the data from which the pairwise correlations were estimated. The maximum
entropy model defines an energy landscape on the space of possible words, and
local minima in this landscape account for nearly two-thirds of words used in
written English.
","[{'version': 'v1', 'created': 'Mon, 31 Dec 2007 23:51:51 GMT'}]",2013-05-29,"[['Stephens', 'Greg J.', ''], ['Bialek', 'William', '']]"
57,801.1179,Bernard Jacquemin,"Bernard Jacquemin (ISC, UMR 7044, GERIICO), Sabine Ploux (ISC)",Corpus sp{\'e}cialis{\'e} et ressource de sp{\'e}cialit{\'e},"16 pages, in French","Appears in Fran\c{c}ois Maniez; Pascaline Dury; Nathalie Arlin;
  Claire Rougemont. Corpus et dictionnaires de langues de sp{\'e}cialit{\'e},
  Presses Universitaires de Granoble, pp.197-212, 2008",,,cs.IR cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  ""Semantic Atlas"" is a mathematic and statistic model to visualise word senses
according to relations between words. The model, that has been applied to
proximity relations from a corpus, has shown its ability to distinguish word
senses as the corpus' contributors comprehend them. We propose to use the model
and a specialised corpus in order to create automatically a specialised
dictionary relative to the corpus' domain. A morpho-syntactic analysis
performed on the corpus makes it possible to create the dictionary from
syntactic relations between lexical units. The semantic resource can be used to
navigate semantically - and not only lexically - through the corpus, to create
classical dictionaries or for diachronic studies of the language.
","[{'version': 'v1', 'created': 'Tue, 8 Jan 2008 08:21:26 GMT'}, {'version': 'v2', 'created': 'Fri, 19 Jun 2015 12:22:39 GMT'}]",2015-06-22,"[['Jacquemin', 'Bernard', '', 'ISC, UMR 7044, GERIICO'], ['Ploux', 'Sabine', '', 'ISC']]"
58,801.1415,Dietrich Stauffer,S. Wichmann,The emerging field of language dynamics,,,,,cs.CL physics.soc-ph,,"  A simple review by a linguist, citing many articles by physicists:
Quantitative methods, agent-based computer simulations, language dynamics,
language typology, historical linguistics
","[{'version': 'v1', 'created': 'Wed, 9 Jan 2008 12:34:40 GMT'}]",2008-01-10,"[['Wichmann', 'S.', '']]"
59,801.1658,Adam Lipowski,"Adam Lipowski, Dorota Lipowska","Computational approach to the emergence and evolution of language -
  evolutionary naming game model","paper withdrawn, much revised version is under preparation",,,,physics.soc-ph cs.CL cs.MA,,"  Computational modelling with multi-agent systems is becoming an important
technique of studying language evolution. We present a brief introduction into
this rapidly developing field, as well as our own contributions that include an
analysis of the evolutionary naming-game model. In this model communicating
agents, that try to establish a common vocabulary, are equipped with an
evolutionarily selected learning ability. Such a coupling of biological and
linguistic ingredients results in an abrupt transition: upon a small change of
the model control parameter a poorly communicating group of linguistically
unskilled agents transforms into almost perfectly communicating group with
large learning abilities. Genetic imprinting of the learning abilities proceeds
via Baldwin effect: initially unskilled communicating agents learn a language
and that creates a niche in which there is an evolutionary pressure for the
increase of learning ability. Under the assumption that communication intensity
increases continuously with finite speed, the transition is split into several
transition-like changes. It shows that the speed of cultural changes, that sets
an additional characteristic timescale, might be yet another factor affecting
the evolution of language. In our opinion, this model shows that linguistic and
biological processes have a strong influence on each other and this effect
certainly has contributed to an explosive development of our species.
","[{'version': 'v1', 'created': 'Thu, 10 Jan 2008 19:45:25 GMT'}, {'version': 'v2', 'created': 'Thu, 10 Jan 2008 23:45:42 GMT'}, {'version': 'v3', 'created': 'Sat, 21 Aug 2010 21:14:21 GMT'}]",2010-08-24,"[['Lipowski', 'Adam', ''], ['Lipowska', 'Dorota', '']]"
60,801.251,Marcel Ausloos,J. Gillet and M. Ausloos,"A Comparison of natural (english) and artificial (esperanto) languages.
  A Multifractal method based analysis","7 pages, 4 double figures, 45 references",,,,cs.CL physics.data-an,,"  We present a comparison of two english texts, written by Lewis Carroll, one
(Alice in wonderland) and the other (Through a looking glass), the former
translated into esperanto, in order to observe whether natural and artificial
languages significantly differ from each other. We construct one dimensional
time series like signals using either word lengths or word frequencies. We use
the multifractal ideas for sorting out correlations in the writings. In order
to check the robustness of the methods we also write the corresponding shuffled
texts. We compare characteristic functions and e.g. observe marked differences
in the (far from parabolic) f(alpha) curves, differences which we attribute to
Tsallis non extensive statistical features in the ''frequency time series'' and
''length time series''. The esperanto text has more extreme vallues. A very
rough approximation consists in modeling the texts as a random Cantor set if
resulting from a binomial cascade of long and short words (or words and
blanks). This leads to parameters characterizing the text style, and most
likely in fine the author writings.
","[{'version': 'v1', 'created': 'Wed, 16 Jan 2008 14:07:33 GMT'}]",2008-01-17,"[['Gillet', 'J.', ''], ['Ausloos', 'M.', '']]"
61,801.3239,Andrij Rovenchak,"Solomiya Buk, Andrij Rovenchak","Online-concordance ""Perekhresni stezhky"" (""The Cross-Paths""), a novel by
  Ivan Franko",in Ukrainian,"Ivan Franko: Spirit, Science, Thought, Will (Proceedings of the
  International Scientific Congress dedicated to the 150th anniversary (Lviv,
  27 September -- 1 October 2006, Lviv University Press, Vol. 2, pp. 203-211,
  2010)",,,cs.CL cs.DL,,"  In the article, theoretical principles and practical realization for the
compilation of the concordance to ""Perekhresni stezhky"" (""The Cross-Paths""), a
novel by Ivan Franko, are described. Two forms for the context presentation are
proposed. The electronic version of this lexicographic work is available
online.
","[{'version': 'v1', 'created': 'Mon, 21 Jan 2008 17:41:57 GMT'}]",2014-01-17,"[['Buk', 'Solomiya', ''], ['Rovenchak', 'Andrij', '']]"
62,801.3817,Tuomo Kakkonen,Tuomo Kakkonen,"Robustness Evaluation of Two CCG, a PCFG and a Link Grammar Parsers",,"Proceedings of the 3rd Language & Technology Conference: Human
  Language Technologies as a Challenge for Computer Science and Linguistics.
  Poznan, Poland, 2007",,,cs.CL,,"  Robustness in a parser refers to an ability to deal with exceptional
phenomena. A parser is robust if it deals with phenomena outside its normal
range of inputs. This paper reports on a series of robustness evaluations of
state-of-the-art parsers in which we concentrated on one aspect of robustness:
its ability to parse sentences containing misspelled words. We propose two
measures for robustness evaluation based on a comparison of a parser's output
for grammatical input sentences and their noisy counterparts. In this paper, we
use these measures to compare the overall robustness of the four evaluated
parsers, and we present an analysis of the decline in parser performance with
increasing error levels. Our results indicate that performance typically
declines tens of percentage units when parsers are presented with texts
containing misspellings. When it was tested on our purpose-built test set of
443 sentences, the best parser in the experiment (C&C parser) was able to
return exactly the same parse tree for the grammatical and ungrammatical
sentences for 60.8%, 34.0% and 14.9% of the sentences with one, two or three
misspelled words respectively.
","[{'version': 'v1', 'created': 'Thu, 24 Jan 2008 18:41:01 GMT'}]",2008-01-25,"[['Kakkonen', 'Tuomo', '']]"
63,801.3864,Alberto Pepe Mr,Alberto Pepe and Johan Bollen,"Between conjecture and memento: shaping a collective emotional
  perception of the future","6 pages. AAAI Spring Symposium on Emotion, Personality, and Social
  Behavior",,,,cs.CL cs.GL,,"  Large scale surveys of public mood are costly and often impractical to
perform. However, the web is awash with material indicative of public mood such
as blogs, emails, and web queries. Inexpensive content analysis on such
extensive corpora can be used to assess public mood fluctuations. The work
presented here is concerned with the analysis of the public mood towards the
future. Using an extension of the Profile of Mood States questionnaire, we have
extracted mood indicators from 10,741 emails submitted in 2006 to futureme.org,
a web service that allows its users to send themselves emails to be delivered
at a later date. Our results indicate long-term optimism toward the future, but
medium-term apprehension and confusion.
","[{'version': 'v1', 'created': 'Fri, 25 Jan 2008 01:09:47 GMT'}]",2008-01-28,"[['Pepe', 'Alberto', ''], ['Bollen', 'Johan', '']]"
64,801.4716,Jean-Yves Antoine,"Tonio Wandmacher, Jean-Yves Antoine","Methods to integrate a language model with semantic information for a
  word prediction component",10 pages ; EMNLP'2007 Conference (Prague),,,,cs.CL,,"  Most current word prediction systems make use of n-gram language models (LM)
to estimate the probability of the following word in a phrase. In the past
years there have been many attempts to enrich such language models with further
syntactic or semantic information. We want to explore the predictive powers of
Latent Semantic Analysis (LSA), a method that has been shown to provide
reliable information on long-distance semantic dependencies between words in a
context. We present and evaluate here several methods that integrate LSA-based
information with a standard language model: a semantic cache, partial
reranking, and different forms of interpolation. We found that all methods show
significant improvements, compared to the 4-gram baseline, and most of them to
a simple cache model as well.
","[{'version': 'v1', 'created': 'Wed, 30 Jan 2008 17:10:24 GMT'}]",2008-01-31,"[['Wandmacher', 'Tonio', ''], ['Antoine', 'Jean-Yves', '']]"
65,801.4746,W Saba,Walid S. Saba,"Concerning Olga, the Beautiful Little Street Dancer (Adjectives as
  Higher-Order Polymorphic Functions)",6 pages,,,,cs.CL cs.LO,,"  In this paper we suggest a typed compositional seman-tics for nominal
compounds of the form [Adj Noun] that models adjectives as higher-order
polymorphic functions, and where types are assumed to represent concepts in an
ontology that reflects our commonsense view of the world and the way we talk
about it in or-dinary language. In addition to [Adj Noun] compounds our
proposal seems also to suggest a plausible explana-tion for well known
adjective ordering restrictions.
","[{'version': 'v1', 'created': 'Wed, 30 Jan 2008 19:40:45 GMT'}, {'version': 'v2', 'created': 'Thu, 31 Jan 2008 17:10:22 GMT'}, {'version': 'v3', 'created': 'Fri, 1 Feb 2008 01:34:55 GMT'}, {'version': 'v4', 'created': 'Mon, 4 Feb 2008 22:36:04 GMT'}, {'version': 'v5', 'created': 'Sun, 10 Feb 2008 08:26:02 GMT'}]",2008-02-10,"[['Saba', 'Walid S.', '']]"
66,802.2234,Christoph Schommer,"Christoph Schommer, Conny Uhde","Textual Fingerprinting with Texts from Parkin, Bassewitz, and Leander","11 pages, 4 Figures",,,,cs.CL cs.CR,,"  Current research in author profiling to discover a legal author's fingerprint
does not only follow examinations based on statistical parameters only but
include more and more dynamic methods that can learn and that react adaptable
to the specific behavior of an author. But the question on how to appropriately
represent a text is still one of the fundamental tasks, and the problem of
which attribute should be used to fingerprint the author's style is still not
exactly defined. In this work, we focus on linguistic selection of attributes
to fingerprint the style of the authors Parkin, Bassewitz and Leander. We use
texts of the genre Fairy Tale as it has a clear style and texts of a shorter
size with a straightforward story-line and a simple language.
","[{'version': 'v1', 'created': 'Fri, 15 Feb 2008 16:14:09 GMT'}]",2008-02-18,"[['Schommer', 'Christoph', ''], ['Uhde', 'Conny', '']]"
67,802.4112,Hanna E. Makaruk,"Hanna E. Makaruk, Robert Owczarek",Hubs in Languages: Scale Free Networks of Synonyms,,,,LA-UR-08-0084,physics.soc-ph cs.CL physics.data-an,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Natural languages are described in this paper in terms of networks of
synonyms: a word is identified with a node, and synonyms are connected by
undirected links. Our statistical analysis of the network of synonyms in Polish
language showed it is scale-free; similar to what is known for English. The
statistical properties of the networks are also similar. Thus, the statistical
aspects of the networks are good candidates for culture independent elements of
human language. We hypothesize that optimization for robustness and efficiency
is responsible for this universality. Despite the statistical similarity, there
is no one-to-one mapping between networks of these two languages. Although many
hubs in Polish are translated into similarly highly connected hubs in English,
there are also hubs specific to one of these languages only: a single word in
one language is equivalent to many different and disconnected words in the
other, in accordance with the Whorf hypothesis about language relativity.
Identifying language-specific hubs is vitally important for automatic
translation, and for understanding contextual, culturally related messages that
are frequently missed or twisted in a naive, literary translation.
","[{'version': 'v1', 'created': 'Thu, 28 Feb 2008 00:15:54 GMT'}]",2008-02-29,"[['Makaruk', 'Hanna E.', ''], ['Owczarek', 'Robert', '']]"
68,802.4198,Andrij Rovenchak,"Solomija Buk, J\'an Ma\v{c}utek, Andrij Rovenchak",Some properties of the Ukrainian writing system,17 pages,"Glottometrics 16, 63-79 (2008)",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We investigate the grapheme-phoneme relation in Ukrainian and some properties
of the Ukrainian version of the Cyrillic alphabet.
","[{'version': 'v1', 'created': 'Thu, 28 Feb 2008 12:58:49 GMT'}]",2008-03-18,"[['Buk', 'Solomija', ''], ['Mačutek', 'Ján', ''], ['Rovenchak', 'Andrij', '']]"
